,CC-period-start,CC-period-stop
0,38.05679,114.138016
1,120.714413,241.971824
2,243.883414,316.711674
3,325.529184,573.436256
4,574.654185,801.915229
5,812.563613,821.798496
6,831.770209,1027.602142
